hrishikesh;dvadashi;G;shravana;2025-09-04 22:52;2025-09-05 23:23
padmanabha;ekadashi;G;shravana;2025-10-02 06:20;2025-10-03 06:58 
narayan;dvadashi;G;rohini;2025-12-31 23:38;2026-01-01 21:48
madhava;dvadashi;G;rohini;2026-01-28 07:43;2026-01-29 06:02
govinda;ekadashi;G;punrvasu;2026-02-27 10:58;2026-02-28 09:39
govinda;dvadashi;G;pushya;2026-02-28 09:39;2026-03-01 08:36
vishnu;ekadashi;G;pushya;2026-03-27 16:34;2026-03-28 16:27
