keshava;amavasya;K;;Disappearance of Srila Jagabandhu Bhakti Ranjan.;День ухода Шрилы Джагабандху Бхакти Ранджана.
keshava;shashthi;K;;Oran Shashthi. <a href="http://scsmath.com/events/calendar_events/12_Puri_Dham_Deities.html">Grand festival for honouring the appearance of Sri Sri Nitai-Chaitanya Jiu at Sri Puri Dham, Sri Chaitanya Saraswat Math.</a>;Оран Шаштхи. Большой фестиваль в честь явления Шри Шри Нитай-Чайтаньи Джиу в Шри Пури Дхаме, Шри Чайтанья Сарасват Матх.
keshava;ashtami;G;;Disappearance of Srila Madhusudan Das Babaji Maharaj.;День ухода Шрилы Мадхусудана даса Бабаджи Махараджа.
keshava;navami;G;;Appearance of Tridandi Swami Srimad Bhakti Kamal Madhusudan Maharaj.;День явления Триданди Свами Шримад Бхакти Камала Мадхусудана Махараджа.
keshava;dashami;G;;Disappearance of Tridandi Swami Srimad Bhakti Kusum Shraman Maharaj.;День ухода Триданди Свами Шримад Бхакти Кусум Шрамана Махараджа.
narayan;dvitiya;K;gurudev-appearance;<a href="http://scsmath.com/events/calendar_events/12_SrilaGovindaMaharaj-VyasaPuja.html"><b>The grand %sth appearance day celebration of Sri Chaitanya Saraswat Math's Sevaite-President-Acharya, Om Vishnupad Paramahamsa Parivrajakacharya Sri Srimad Bhakti Sundar Govinda Dev-Goswami Maharaj.</b></a>;<b>Большой праздник %s‑го дня явления Севаите-Президента-Ачарьи Шри Чайтанья Сарасват Матха, Ом Вишнупады Парамахамсы Паривраджакачарьи Шри Шримад Бхакти Сундара Говинды Дев-Госвами Махараджа</b>.
narayan;tritiya;K;;Festivals at the appearance place of Srila B.S. Govinda Dev-Goswami Maharaj and his youth Pastimes place: <a href="http://scsmath.com/events/calendar_events/12_Bamunpara.html">Bamunpara</a> and Nandan Ghat.;Фестиваль в местах Явления, детства и юности Шрилы Б.С. Говинды Дев-Госвами Махараджа: Бамунпаре и Надан Гхатe.
narayan;chaturti;K;sarasvati-thakur-disappearance;<a href="http://scsmath.com/events/calendar_events/12_SaraswatiThakurs_disapp.html"><b>Disappearance festival of the founder of the Sri Chaitanya Math and worldwide Sri Gaudiya Maths, Bhagavan Sri Srila Bhakti Siddhanta Saraswati Goswami Prabhupad.</b></a>;Фестиваль в честь ухода основателя Шри Чайтанья Матха и Шри Гаудия Матхов по всему миру, Бхагавана Шри Шрилы Бхактисиддханты Сарасвати Госвами Прабхупады</b>.
narayan;ekadashi;K;;Disappearance of <a href="http://scsmath.com/events/calendar_events/01_DevanandaPandit.html">Srila Devananda Pandit</a> and Srimad Bhakti Prakash Aranya Maharaj.;День ухода Шрилы Девананды Пандита. День ухода Шримад Бхакти Пракаш Араньи Махараджа.
narayan;dvadashi;K;;Disappearance of Sripad Bhakti Bhudev Shrauti Maharaj.;День ухода Шрипада Бхакти Бхудев Шраути Махараджа.
narayan;trayodashi;K;;Disappearance of <a href="https://vedabase.io/en/library/cc/adi/11/32/">Srila Mahesh Pandit</a> and <a href="https://vedabase.io/en/library/cc/adi/11/41/">Srila Uddharan Das Thakur</a>.;День ухода Шрилы Махеша Пандита. День ухода Шрилы Уддхарана даса Тхакура.
narayan;pratipad;G;;Appearance of <a href="http://scsmath.com/events/calendar_events/01_LochanDasThakur.html">Srila Lochan Das Thakur</a>.;День явления Шрилы Лочана даса Тхакура.
narayan;tritiya;G;;Disappearance of <a href="http://scsmath.com/events/calendar_events/01_JivaGoswami.html">Srila Jiva Goswami Prabhu</a>. Disappearance of <a href="https://vedabase.io/en/library/cc/adi/11/30/">Srila Jagadish Pandit</a>.;День ухода <b>Шрилы Дживы Госвами Прабху</b>. День ухода Шрилы Джагадиша Пандита.
narayan;ekadashi;G;;Appearance of <a href="http://scsmath.com/events/calendar_events/01_JagadishPandit.html">Srila Jagadish Pandit.</a>;День явления Шрилы Джагадиша Пандита.
narayan;purnima;G;;Pushyabhisheka Yatra of Sri Krishna. Disappearance of Sripad Bhakti Sharan Vaisnava Maharaj.;Пушьябхишека Ятра Шри Кришны. День ухода Шрипада Бхакти Шарана Вайшнава Махараджа.
madhava;tritiya;K;;Appearance of <a href="http://scsmath.com/events/calendar_events/01_GopalBhattaGoswami.html">Srila Gopal Bhatta Goswami Prabhu</a>. Disappearance of <a href="https://vedabase.io/en/library/cc/adi/11/51/">Srila Ramachandra Kaviraj</a>.;День явления Шрилы Гопала Бхатты Госвами Прабху. День ухода Шрилы Рамачандры Кавираджа.
madhava;chaturti;K;;<a href="http://scsmath.com/events/calendar_events/01_YadavenduBhaktiChandan.html">Disappearance of Sripad Yadavendu Bhakti Chandan.</a>;День ухода Шрипада Ядавенду Бхакти Чандана.
madhava;shashthi;K;;Disappearance of <a href="http://scsmath.com/events/calendar_events/01_JayadevGoswami.html">Srila Jayadev Goswami</a>.;День ухода Шрилы Джаядева Госвами.
madhava;ashtami;K;;Disappearance of <a href="http://scsmath.com/events/calendar_events/01_LochanDasThakur.html">Srila Lochan Das Thakur</a>.;День ухода Шрилы Лочана даса Тхакура.
madhava;pratipad;G;;Disappearance of Tridandi Swami Srimad Bhakti Gaurava Vaikhanas Maharaj. Disappearance of Sri Haripada Chaudhuri Das Adhikari.;День ухода Триданди Свами Шримад Бхакти Гаурава Вайканаса Махараджа. День ухода Шри Харипада Чаудхури даса Адхикари.
madhava;dvitiya;G;;Disappearance of Tridandi Swami Srimad Bhakti Sharan Shanta Maharaj.;День ухода Триданди Свами Шримад Бхакти Шарана Шанты Махараджа.
madhava;chaturti;G;;<a href="https://sevaashram.net/category/janardan-maharaj/">Appearance of Tridandi Swami Srimad Bhakti Pavan Janardan Maharaj.</a>;День явления Шрилы Бхакти Павана Джанардана Махараджа.
madhava;panchami;G;vasanta-panchami;<a href="http://scsmath.com/events/calendar_events/02_VasantaPanchami.html"><b>Sri Krishna Vasanta Panchami.</b></a><b> Appearance day of Sri Vishnu Priya Devi. </b>Appearance of Srila Pundarik Vidyanidhi, <a href="http://scsmath.com/events/calendar_events/10_RaghunathDas.html">Srila Raghunath Das Goswami,</a> and Srila Raghunandan Thakur. Disappearance of Srila Visvanath Chakravarti Thakur, Tridandi Swami Srimad Bhakti Viveka Bharati Maharaj, and <a href="http://scsmath.com/events/calendar_events/02_ParvatMaharaj.html">Tridandi Swami Srimad Bhakti Svarup Parvat Maharaj.</a> Sri Saraswati Puja.;<b>Шри Кришна Васанта Панчами</b>. День явления Шрилы Рагхунатха даса Госвами. День явления <b>Шри Вишнуприи Деви</b>. День явления Шрилы Пундарика Видьянидхи. День явления Шрилы Рагхунандана Тхакура. День ухода Шрилы Вишванатха Чакраварти Тхакура. День ухода Триданди Свами Шримад Бхакти Вивека Бхарати Махараджа. День ухода Триданди Свами Шримад Бхакти Сварупа Парвата Махараджа. Шри Сарасвати Пуджа.
madhava;saptami;G;advaita-saptami;<a href="http://scsmath.com/events/calendar_events/01_AdvaitaAcharya.html"><b>Appearance of Mahavishnu Avatar, Sri Advaita Acharya. Fast until noon.</b></a>.;Явление Аватара Маха-Вишну, Шри Адвайты Ачарьи.
madhava;ashtami;G;;Disappearance of Sripad Virendra Krishna Prabhu.;День ухода Шрипада Вирендры Кришны Прабху.
madhava;navami;G;;<a href="http://scsmath.com/events/calendar_events/02_Madhvacharya.html">Disappearance of Srila Madhva Acharya.</a>;День ухода Шрилы Мадхвы Ачарьи.
madhava;dashami;G;;<a href="http://scsmath.com/events/calendar_events/03_Ramanujacharya.html">Disappearance of Srila Ramanuja Acharya.</a>;День ухода Шрипада Рамануджи Ачарьи.
madhava;dvadashi;G;varaha-dvadashi;<a href="http://scsmath.com/events/calendar_events/02_VarahaDvadasi.html">Varaha Dvadashi. <strong>Appearance of Lord Varaha.</strong></a>;Вараха Двадаши. День явления Господа Варахадева.
madhava;trayodashi;G;nityananda-trayodashi;<a href="http://scsmath.com/events/calendar_events/02_NityanandasAppearance.html"><b>Appearance of Sri Nityananda Prabhu.</b></a> <strong>Fast until noon.</strong> Grand festival and installation anniversary of Sri Sri Guru Gaura Nityananda Jiu at Sree Chaitanya Saraswata Krishnanushilana Sangha, Ekachakra Dham.;<b>Явление Шри Нитьянанды Прабху</b>. Большой фестиваль в честь годовщины установления Шри Шри Гуру Гауры Нитьянанды Джиу в Шри Чайтанья Сарасвата Кришнанушилана Санге в Экачакра Дхаме.
madhava;purnima;G;;Sri Krishna's Madhurotsav. Appearance of <a href="http://scsmath.com/events/calendar_events/02_NarottamThakurApp.html">Srila Narottam Das Thakur</a>.;День явления Шрилы Нароттама даса Тхакура.
govinda;tritiya;K;;Disappearance of Tridandi Swami <a href="http://scsmath.com/events/calendar_events/02_SiddhantiMjDisapp.html">Sripad Bhakti Premik Siddhanti Maharaj</a>.;День ухода Триданди Свами Шрипада Бхакти Премика Сиддханти Махараджа.
govinda;panchami;K;saraswati-thakur-appearance;<a href="http://scsmath.com/events/calendar_events/02_SaraswatiThakurs-app.html"><b>The %sth divine appearance festival of the founder of the Sri Chaitanya Math and worldwide Sri Gaudiya Maths, Bhagavan Sri Srila Bhakti Siddhanta Saraswati Goswami Prabhupad. Anniversary festival of the installation of Sri Gupta Govardhan Sri Mandir, Sri Govinda Kunda, Nabadwip</b></a>. Disappearance of Srila Purushottam Thakur.;<b>%s-й благословенный праздник явления основателя Шри Чайтанья Матха и всех мировых Гаудия Матхов, Бхагавана Шри Шрилы Бхактисиддханты Сарасвати Госвами Прабхупады</b>. <b>Годовщина установления Шри Гупта Говардхана, Шри Мандира, Шри Говинда Кунды в Навадвипе</b>. День ухода Шрилы Пурушоттама Тхакура.
govinda;shashthi;K;;Appearance of <a href="http://scsmath.com/events/calendar_events/05_BhaktiSarangaGoswamiMaharaj.html">Tridandi Swami Srimad Bhakti Saranga Goswami Maharaj.</a>;День явления Триданди Свами Шримад Бхакти Саранги Госвами Махараджа.
govinda;ekadashi;K;;Disappearance of Sripad Krishna Govinda Das Adhikari.;День ухода Шрипада Кришны Говинды даса Адхикари.
govinda;chaturdashi;K;;<a href="http://scsmath.com/events/calendar_events/03_Siva.html">Sri Sri Shivaratri</a> (optional fast). Disappearance of Sripad Yudhamanyu Prabhu Seva Vikram.;<b>Шри Шиваратри</b>  (пост по желанию). День ухода Шрипада Юдхаманью Прабху Сева Викрама.
govinda;amavasya;K;;Anniversary festival of the <a href="http://scsmath.com/events/calendar_events/03_Siva-Installation.html">installation of Sri Sadashiva Gangadhar, Sri Govinda Kunda, Nabadwip.</a>;Годовщина установления Шри Садашивы Гангадхара, Шри Говинда Кунда, Навадвип.
govinda;pratipad;G;;Disappearance of Vaishnava Sarvabhauma Srila Jagannath Das Babaji Maharaj, Srila Rasikananda Dev Goswami, and Tridandi Swami Srimad Bhakti Dayita Madhav Maharaj. ;День ухода Вайшнава Сарвабхаумы Шрилы Джаганнатха даса Бабаджи Махараджа. День ухода Шрилы Расикананды Дева Госвами. День ухода Триданди Свами Шримад Бхакти Дайита Мадхава Махараджа.
govinda;dvitiya;G;;Appearance of Srila Bhakti Kusum Ashram Maharaj.;День явления Шрилы Бхакти Кусум Ашрама Махараджа.
govinda;tritiya;G;;<a href="http://scsmath.com/events/calendar_events/02_Kaikhali_Deities_Installation.html">Sri Sri Guru Gauranga Gandharva Radha Ramanasundar Jiu installation anniversary festival, at Sree Chaitanya Saraswata Krishnanushilana Sangha, Kaikhali, Kolkata.</a>;Фестиваль, посвящённый годовщине установления Божеств Шри Шри Гуру Гауранги Радха Раманасундар Джиу в Шри Чайтанья Сарасвата Кришнанушилана Санге, Кайкали, Калькутта.
govinda;chaturti;G;;Appearance of Srila Purushottam Thakur. Disappearance of Sripad Tulasidas Das Adhikari Prabhu.;День явления Шрилы Пурушоттама Тхакура. День ухода Шрипада Туласидаса Даса Адхикари Прабху.
govinda;panchami;G;;Disappearance of Sriyukta Tarangini Devi.;День явления Шрилы Бхакти Севана Хришикеша Махараджа. День ухода Шриюкта Тарангини Деви.
govinda;dvadashi;G;;<a href="http://scsmath.com/events/calendar_events/03_MadhavendraPuri.html">Disappearance of Sripad Madhavendra Puri.</a>;День ухода Шрилы Мадхавендры Пури.
govinda;purnima;G;gaura-purnima;<a href="http://scsmath.com/events/calendar_events/03_Gaura-Purnima.html"><b>Sri Gauravirbhava Paurnamasi. Sri Gaura Purnima. Divine appearance of Sri Gauranga.</b></a> <strong>Total fast until moonrise,</strong> then no grains. <b>Grand festival at Sri Chaitanya Saraswat Math. </b>Vasantotsav and Dol Yatra of Sri Sri Radha-Govinda. Special offering of worship and arati. Sri Chaitanya-charitamrita reading and mahasankirtan. End of year %s Gaurabda.;<b>Шри Гауравирбхав Паурнамаси.</b> Шри Гаура Пурнима <b> Явление Шри Гауранги Махапрабху</b>. <b>Полный пост до восхода луны, затем пост на зерновые</b>. <b>Главный фестиваль в Шри Чайтанья Сарасват Матхе.</b> Васантотсав и Дол-ятра Шри Шри Радхи-Говинды. Особые подношения и <em>арати</em>. Чтение "Шри Чайтанья-чаритамриты" и <em>маха-санкиртан</em>. Завершение %s-го года эры Гаурабда.
