damodar;navami;K;shridhar-maharaj-appearance;<a href="http://scsmath.com/events/calendar_events/10_SrilaSridharMj_VPuja.html"><b>The grand %sth appearance day celebration of Sri Chaitanya Saraswat Math's Founder-President-Acharya, Om Vishnupad Paramahamsa Parivrajakacharya-varya Ashtottara-shata-sri Srila Bhakti Raksak Sridhar Dev-Goswami Maharaj.</b></a> Appearance of Srila Virachandra Prabhu. Disappearance of Sripad Sakhi Charan Das Babaji Maharaj.;<b>Большой праздник %s-го дня явления Основателя-Президента-Ачарьи Шри Чайтанья Сарасват Матха, Шрилы Ом Вишнупады Парамахамсы Паривраджакачарья-варьи Аштоттара-шата-Шри Шрилы Бхакти Ракшака Шридхара Дев-Госвами Махараджа</b>. День явления Шрилы Вирачандры Прабху. День ухода Шрипада Сакхичарана даса Бабаджи Махараджа.
damodar;dvadashi;K;;Festival in honour of Sri Gauranga Mahaprabhu's auspicious arrival at Sripat Panihati.;Фестиваль в честь прибытия Шри Гауранги Махапрабху в Шрипат Панихати.
damodar;chaturdashi;K;;Offering and placing of lamps (or candles) on Vishnu Mandirs.;Предложение светильников (или свечей) в Вишну-мандирах.
damodar;amavasya;K;dipavali;Dipavali. Offering and placing of lamps (or candles) on Vishnu Mandirs. Go Puja (cow-worship) and Go Krida (the pleasure of the cows).;Дипавали. Подношение светильников (или свеч) в <em>мандирах</em> (храмах) Вишну. <em>Го-пуджа</em> (поклонение коровам) и <em>Го-крида</em> (служение коровам).
damodar;pratipad;G;govardhana-puja;<a href="http://scsmath.com/events/calendar_events/10_GovardhanPuja.html"><b>Sri Govardhan Puja</b></a> (before %s in Govardhan). Grand Annakut Mahotsav ('Rice Mountain Festival') at Srila Sridhar Swami Seva Ashram in Sri Govardhan and in the Temple in Sri Gupta Govardhan.;<b>Шри Говардхан-<em>пуджа</em>(до %s)</b>. Большой Аннакут Махотсав ("Праздник Рисовой Горы") в Шрила Шридхар Свами Сева Ашраме на Шри Говардхане и в Храме на Шри Гупта Говардхане. Го-пуджа (поклонение коровам) и Го-крида (служение коровам).
damodar;dvitiya;G;;Disappearance of <a href="http://scsmath.com/events/calendar_events/11_VasudevGhosh.html">Srila Vasudev Ghosh Thakur.</a> Disappearance of Tridandi Swami Srimad Bhakti Sarvasva Giri Maharaj. Bhratri Dvitiya krityam (festival where brothers and sisters honour each other).;День ухода Шрилы Васудева Гхоша Тхакура. День ухода Триданди Свами Шримад Бхакти Сарвасвы Гири Махараджа. Бхратри Двития критьям (фестиваль, во время которого братья и сёстры чествуют друг друга). 
damodar;chaturti;G;;<a href="http://scsmath.com/events/calendar_events/11_Swami_Prabhupad-disappearance.html"><b>Disappearance festival of Vishva-varenya Tridandi Swami Srimad Bhaktivedanta Swami Maharaj Prabhupad.</b></a>;<b>Фестиваль в честь ухода Вишва-варенья Триданди Свами Шримад Бхактиведанты Свами Махараджа Прабхупады</b>. 
damodar;panchami;G;;Disappearance of Tridandi Swami Srimad Bhakti Aloka Paramahamsa Maharaj.;День ухода Триданди Свами Шримад Бхакти Алоки Парамахамсы Махараджа.
damodar;ashtami;G;;<a href="http://scsmath.com/events/calendar_events/11_Gopastami-Gosthastami.html">Disappearance of Sri Gadadhar Das Goswami, Srila Dhananjay Pandit, and Srila Srinivas Acharya Prabhu.</a> Sri Gopashtami, Sri Goshthastami, Go Puja, and Go Gras-dan.;Шри Гопаштами, Шри Гоштхаштами, Го пуджа и Го Грас-дан. День ухода Шрилы Шриниваса Ачарьи. День ухода Шрилы Гададхара даса Госвами. День ухода Шрилы Дхананджаи Пандита.
damodar;ekadashi;G;;<a href="http://scsmath.com/events/calendar_events/11_Gaura_Kisora_Disappearance.html"><b>Disappearance of Om Vishnupad Paramahamsa Sri Srila Gaura Kishor Das Babaji Maharaj.</b></a> Appearance of Tridandi Swami Srimad Bhakti Dayita Madhav Goswami Maharaj. Sri Bhishma Panchaka.;День явления Триданди Свами Шримад Бхакти Дайита Мадхава Госвами Махараджа. День ухода <b>Ом Вишнупада Парамахамсы Шри Шрилы Гауракишора даса Бабаджи Махараджа</b>. Шри Бхишма Панчакам.
damodar;chaturdashi;G;;<a href="http://scsmath.com/events/calendar_events/11_BhugarbhaGoswami_KashishvarPandit.html">Disappearance of Srila Bhugarbha Goswami and Srila Kashishvar Pandit.</a>;День ухода Шрилы Бхугарбхи Госвами. День ухода Шрилы Кашишвара Пандита.
damodar;purnima;G;;Rasa Yatra of Sri Krishna. <a href="http://scsmath.com/events/calendar_events/11_Vrindavan_Deities_Installation.html">Installation anniversary of Sri Sri Guru Gauranga Gandharva Rasa Bihari Jiu, Sri Chaitanya Saraswat Math and Mission, Sri Vrindavan.</a> Disappearance of Srila Sundarananda Thakur. Appearance of Srila Nimbarka Acharya. End of Chaturmasya and Niyama-seva vratas when began from Purnima (as in Sri Chaitanya Saraswat Math).;Раса Ятра Шри Кришны. День явления Шрилы Нимбарки Ачарьи. День ухода Шрилы Сундарананды Тхакура. Окончание Чатурмасьи и Нияма-сева врат, если они начинались с пурнимы, как это принято в Шри Чайтанья Сарасват Матхе.
keshava;ekadashi;K;;Disappearance of Sriyukta Dhananjay Das Prabhu.;День ухода Шриюкты Дхананджаи даса Прабху.
keshava;dvadashi;K;;Disappearance of <a href="http://scsmath.com/events/calendar_events/12_NarahariSarkar.html">Srila Narahari Sarkar Thakur</a> and Srila Kaliya Krishnadas.;День ухода Шрилы Нарахари Саракара Тхакура. День ухода Шрилы Калия Кришнадаса.
keshava;trayodashi;K;;Disappearance of <a href="http://scsmath.com/events/calendar_events/12_SarangaDasThakur.html">Srila Saranga Thakur.</a>;День ухода Шрилы Шаранги Тхакура.
