masa;paksha;tithi;start;end;start_sunrise;next_day_sunrise;sunset;date;arunoday;type;nakshatra_name;nakshatra_start;nakshatra_end
Trivikram;G;Daśamī;2021-06-19 12:00;2021-06-20 09:54;2021-06-19 03:35;2021-06-20 03:35;2021-06-19 22:25;2021-06-20;2021-06-20 01:59;shuddha;;;
Trivikram;G;Ekādaśī;2021-06-20 09:54;2021-06-21 07:35;2021-06-20 03:35;2021-06-21 03:35;2021-06-20 22:25;2021-06-21;2021-06-21 01:59;shuddha;;;
Trivikram;G;Dvādaśī;2021-06-21 07:35;2021-06-22 05:09;2021-06-21 03:35;2021-06-22 03:35;2021-06-21 22:25;2021-06-22;2021-06-22 01:59;shuddha;;;
Trivikram;G;Trayodaśī;2021-06-22 05:09;2021-06-23 02:40;2021-06-22 03:35;2021-06-23 03:35;2021-06-22 22:26;2021-06-23;2021-06-23 01:59;kshaya;;;
Trivikram;G;Chaturdaśī;2021-06-23 02:40;2021-06-24 00:14;2021-06-23 03:35;2021-06-24 03:36;2021-06-23 22:26;2021-06-23;2021-06-23 01:59;viddha;;;
Trivikram;G;Pūrṇimā;2021-06-24 00:14;2021-06-24 21:56;2021-06-24 03:36;2021-06-25 03:36;2021-06-24 22:25;2021-06-24;2021-06-24 02:60;shuddha;;;
Vāman;K;Pratipad;2021-06-24 21:56;2021-06-25 19:48;2021-06-24 03:36;2021-06-25 03:36;2021-06-24 22:25;2021-06-25;2021-06-25 02:60;shuddha;;;
Vāman;K;Dvitīya;2021-06-25 19:48;2021-06-26 17:57;2021-06-25 03:36;2021-06-26 03:37;2021-06-25 22:25;2021-06-26;2021-06-26 02:01;shuddha;;;
Vāman;K;Tṛtīya;2021-06-26 17:57;2021-06-27 16:26;2021-06-26 03:37;2021-06-27 03:38;2021-06-26 22:25;2021-06-27;2021-06-27 02:02;shuddha;;;
Vāman;K;Chaturthī;2021-06-27 16:26;2021-06-28 15:19;2021-06-27 03:38;2021-06-28 03:38;2021-06-27 22:25;2021-06-28;2021-06-28 02:02;shuddha;;;
Vāman;K;Pañchamī;2021-06-28 15:19;2021-06-29 14:38;2021-06-28 03:38;2021-06-29 03:39;2021-06-28 22:24;2021-06-29;2021-06-29 02:03;shuddha;;;
Vāman;K;Śaṣṭhī;2021-06-29 14:38;2021-06-30 14:28;2021-06-29 03:39;2021-06-30 03:40;2021-06-29 22:24;2021-06-30;2021-06-30 02:04;shuddha;;;
Vāman;K;Saptamī;2021-06-30 14:28;2021-07-01 14:49;2021-06-30 03:40;2021-07-01 03:41;2021-06-30 22:23;2021-07-01;2021-07-01 02:05;shuddha;;;
Vāman;K;Aṣṭamī;2021-07-01 14:49;2021-07-02 15:40;2021-07-01 03:41;2021-07-02 03:42;2021-07-01 22:22;2021-07-02;2021-07-02 02:06;shuddha;;;
Vāman;K;Navamī;2021-07-02 15:40;2021-07-03 16:58;2021-07-02 03:42;2021-07-03 03:43;2021-07-02 22:22;2021-07-03;2021-07-03 02:07;shuddha;;;
Vāman;K;Daśamī;2021-07-03 16:58;2021-07-04 18:37;2021-07-03 03:43;2021-07-04 03:45;2021-07-03 22:21;2021-07-04;2021-07-04 02:09;shuddha;;;
Vāman;K;Ekādaśī;2021-07-04 18:37;2021-07-05 20:33;2021-07-04 03:45;2021-07-05 03:46;2021-07-04 22:20;2021-07-05;2021-07-05 02:10;shuddha;;;
Vāman;K;Dvādaśī;2021-07-05 20:33;2021-07-06 22:34;2021-07-05 03:46;2021-07-06 03:47;2021-07-05 22:19;2021-07-06;2021-07-06 02:11;shuddha;;;
Vāman;K;Trayodaśī;2021-07-06 22:34;2021-07-08 00:30;2021-07-06 03:47;2021-07-07 03:49;2021-07-06 22:18;2021-07-07;2021-07-07 02:13;shuddha;;;
Vāman;K;Chaturdaśī;2021-07-08 00:30;2021-07-09 02:13;2021-07-08 03:50;2021-07-09 03:52;2021-07-08 22:15;2021-07-08;2021-07-08 02:14;shuddha;;;
Vāman;K;Amāvasyā;2021-07-09 02:13;2021-07-10 03:33;2021-07-09 03:52;2021-07-10 03:54;2021-07-09 22:14;2021-07-09;2021-07-09 02:16;shuddha;;;
Vāman;G;Pratipad;2021-07-10 03:33;2021-07-11 04:28;2021-07-10 03:54;2021-07-11 03:55;2021-07-10 22:13;2021-07-10;2021-07-10 02:18;sampurna;;;
Vāman;G;Dvitīya;2021-07-11 04:28;2021-07-12 04:52;2021-07-11 03:55;2021-07-12 03:57;2021-07-11 22:11;2021-07-12;2021-07-12 02:21;shuddha;;;
Vāman;G;Tṛtīya;2021-07-12 04:52;2021-07-13 04:46;2021-07-12 03:57;2021-07-13 03:59;2021-07-12 22:10;2021-07-13;2021-07-13 02:23;shuddha;;;
Vāman;G;Chaturthī;2021-07-13 04:46;2021-07-14 04:09;2021-07-13 03:59;2021-07-14 04:01;2021-07-13 22:08;2021-07-14;2021-07-14 02:25;shuddha;;;
Vāman;G;Pañchamī;2021-07-14 04:09;2021-07-15 03:05;2021-07-14 04:01;2021-07-15 04:03;2021-07-14 22:06;2021-07-15;2021-07-15 02:27;kshaya;;;
Vāman;G;Śaṣṭhī;2021-07-15 03:05;2021-07-16 01:36;2021-07-15 04:03;2021-07-16 04:05;2021-07-15 22:05;2021-07-15;2021-07-15 02:27;viddha;;;
Vāman;G;Saptamī;2021-07-16 01:36;2021-07-16 23:46;2021-07-16 04:05;2021-07-17 04:06;2021-07-16 22:03;2021-07-16;2021-07-16 02:29;shuddha;;;
Vāman;G;Aṣṭamī;2021-07-16 23:46;2021-07-17 21:40;2021-07-16 04:05;2021-07-17 04:06;2021-07-16 22:03;2021-07-17;2021-07-17 02:30;shuddha;;;
Vāman;G;Navamī;2021-07-17 21:40;2021-07-18 19:23;2021-07-17 04:06;2021-07-18 04:08;2021-07-17 22:01;2021-07-18;2021-07-18 02:32;shuddha;;;
Vāman;G;Daśamī;2021-07-18 19:23;2021-07-19 16:57;2021-07-18 04:08;2021-07-19 04:11;2021-07-18 21:59;2021-07-19;2021-07-19 02:35;shuddha;;;
Vāman;G;Ekādaśī;2021-07-19 16:57;2021-07-20 14:28;2021-07-19 04:11;2021-07-20 04:13;2021-07-19 21:57;2021-07-20;2021-07-20 02:37;shuddha;;;
Vāman;G;Dvādaśī;2021-07-20 14:28;2021-07-21 12:01;2021-07-20 04:13;2021-07-21 04:15;2021-07-20 21:55;2021-07-21;2021-07-21 02:39;shuddha;;;
Vāman;G;Trayodaśī;2021-07-21 12:01;2021-07-22 09:41;2021-07-21 04:15;2021-07-22 04:17;2021-07-21 21:53;2021-07-22;2021-07-22 02:41;shuddha;;;
Vāman;G;Chaturdaśī;2021-07-22 09:41;2021-07-23 07:33;2021-07-22 04:17;2021-07-23 04:19;2021-07-22 21:51;2021-07-23;2021-07-23 02:43;shuddha;;;
Vāman;G;Pūrṇimā;2021-07-23 07:33;2021-07-24 05:39;2021-07-23 04:19;2021-07-24 04:21;2021-07-23 21:49;2021-07-24;2021-07-24 02:45;shuddha;;;
Śrīdhar;K;Pratipad;2021-07-24 05:39;2021-07-25 04:07;2021-07-24 04:21;2021-07-25 04:23;2021-07-24 21:47;2021-07-25;2021-07-25 02:47;kshaya;;;
Śrīdhar;K;Dvitīya;2021-07-25 04:07;2021-07-26 03:07;2021-07-25 04:23;2021-07-26 04:26;2021-07-25 21:45;2021-07-25;2021-07-25 02:47;viddha;;;
Śrīdhar;K;Tṛtīya;2021-07-26 03:07;2021-07-27 02:15;2021-07-26 04:26;2021-07-27 04:28;2021-07-26 21:42;2021-07-26;2021-07-26 02:50;viddha;;;
Śrīdhar;K;Chaturthī;2021-07-27 02:15;2021-07-28 02:03;2021-07-27 04:28;2021-07-28 04:30;2021-07-27 21:40;2021-07-27;2021-07-27 02:52;shuddha;;;
Śrīdhar;K;Pañchamī;2021-07-28 02:03;2021-07-29 02:22;2021-07-28 04:30;2021-07-29 04:33;2021-07-28 21:38;2021-07-28;2021-07-28 02:54;shuddha;;;
Śrīdhar;K;Śaṣṭhī;2021-07-29 02:22;2021-07-30 03:12;2021-07-29 04:33;2021-07-30 04:35;2021-07-29 21:35;2021-07-29;2021-07-29 02:57;shuddha;;;
Śrīdhar;K;Saptamī;2021-07-30 03:12;2021-07-31 04:29;2021-07-30 04:35;2021-07-31 04:37;2021-07-30 21:33;2021-07-30;2021-07-30 02:59;viddha;;;
Śrīdhar;K;Aṣṭamī;2021-07-31 04:29;2021-08-01 06:07;2021-07-31 04:37;2021-08-01 04:40;2021-07-31 21:30;2021-07-31;2021-07-31 03:01;sampurna;;;
Śrīdhar;K;Navamī;2021-08-01 06:07;2021-08-02 08:03;2021-08-01 04:40;2021-08-02 04:42;2021-08-01 21:28;2021-08-02;2021-08-02 03:06;shuddha;;;
Śrīdhar;K;Daśamī;2021-08-02 08:03;2021-08-03 10:04;2021-08-02 04:42;2021-08-03 04:44;2021-08-02 21:25;2021-08-03;2021-08-03 03:08;shuddha;;;
Śrīdhar;K;Ekādaśī;2021-08-03 10:04;2021-08-04 12:02;2021-08-03 04:44;2021-08-04 04:47;2021-08-03 21:23;2021-08-04;2021-08-04 03:11;shuddha;;;
Śrīdhar;K;Dvādaśī;2021-08-04 12:02;2021-08-05 13:46;2021-08-04 04:47;2021-08-05 04:49;2021-08-04 21:20;2021-08-05;2021-08-05 03:13;shuddha;;;
Śrīdhar;K;Trayodaśī;2021-08-05 13:46;2021-08-06 15:08;2021-08-05 04:49;2021-08-06 04:51;2021-08-05 21:18;2021-08-06;2021-08-06 03:15;shuddha;;;
Śrīdhar;K;Chaturdaśī;2021-08-06 15:08;2021-08-07 16:06;2021-08-06 04:51;2021-08-07 04:54;2021-08-06 21:15;2021-08-07;2021-08-07 03:18;shuddha;;;
Śrīdhar;K;Amāvasyā;2021-08-07 16:06;2021-08-08 16:32;2021-08-07 04:54;2021-08-08 04:56;2021-08-07 21:13;2021-08-08;2021-08-08 03:20;shuddha;;;
Śrīdhar;G;Pratipad;2021-08-08 16:32;2021-08-09 16:28;2021-08-08 04:56;2021-08-09 04:58;2021-08-08 21:10;2021-08-09;2021-08-09 03:22;shuddha;;;
Śrīdhar;G;Dvitīya;2021-08-09 16:28;2021-08-10 15:54;2021-08-09 04:58;2021-08-10 05:01;2021-08-09 21:07;2021-08-10;2021-08-10 03:25;shuddha;;;
Śrīdhar;G;Tṛtīya;2021-08-10 15:54;2021-08-11 14:52;2021-08-10 05:01;2021-08-11 05:03;2021-08-10 21:05;2021-08-11;2021-08-11 03:27;shuddha;;;
Śrīdhar;G;Chaturthī;2021-08-11 14:52;2021-08-12 13:26;2021-08-11 05:03;2021-08-12 05:06;2021-08-11 21:02;2021-08-12;2021-08-12 03:30;shuddha;;;
