masa;paksha;tithi;start;end;start_sunrise;next_day_sunrise;third_day_sunrise;date;type
Hṛṣīkeś;G;Pratipad;2021-09-06 19:06;2021-09-07 18:06;2021-09-06 06:43;2021-09-07 06:43;2021-09-08 06:44;2021-09-07;shuddha
Hṛṣīkeś;G;Dvitīya;2021-09-07 18:06;2021-09-08 16:40;2021-09-07 06:43;2021-09-08 06:44;2021-09-09 06:45;2021-09-08;shuddha
Hṛṣīkeś;G;Tṛtīya;2021-09-08 16:40;2021-09-09 14:55;2021-09-08 06:44;2021-09-09 06:45;2021-09-10 06:46;2021-09-09;shuddha
Hṛṣīkeś;G;Chaturthī;2021-09-09 14:55;2021-09-10 12:53;2021-09-09 06:45;2021-09-10 06:46;2021-09-11 06:47;2021-09-10;shuddha
Hṛṣīkeś;G;Pañchamī;2021-09-10 12:53;2021-09-11 10:38;2021-09-10 06:46;2021-09-11 06:47;2021-09-12 06:48;2021-09-11;shuddha
Hṛṣīkeś;G;Śaṣṭhī;2021-09-11 10:38;2021-09-12 08:15;2021-09-11 06:47;2021-09-12 06:48;2021-09-13 06:48;2021-09-12;shuddha
Hṛṣīkeś;G;Saptamī;2021-09-12 08:15;2021-09-13 05:48;2021-09-12 06:48;2021-09-13 06:48;2021-09-14 06:49;2021-09-12;kshaya
Hṛṣīkeś;G;Aṣṭamī;2021-09-13 05:48;2021-09-14 03:24;2021-09-13 06:48;2021-09-14 06:49;2021-09-15 06:50;2021-09-13;shuddha
Hṛṣīkeś;G;Navamī;2021-09-14 03:24;2021-09-15 01:05;2021-09-14 06:49;2021-09-15 06:50;2021-09-16 06:51;2021-09-14;shuddha
Hṛṣīkeś;G;Daśamī;2021-09-15 01:05;2021-09-15 22:58;2021-09-15 06:50;2021-09-16 06:51;2021-09-17 06:52;2021-09-15;shuddha
Hṛṣīkeś;G;Ekādaśī;2021-09-15 22:58;2021-09-16 21:05;2021-09-15 06:50;2021-09-16 06:51;2021-09-17 06:52;2021-09-16;shuddha
Hṛṣīkeś;G;Dvādaśī;2021-09-16 21:05;2021-09-17 19:33;2021-09-16 06:51;2021-09-17 06:52;2021-09-18 06:52;2021-09-17;shuddha
Hṛṣīkeś;G;Trayodaśī;2021-09-17 19:33;2021-09-18 18:24;2021-09-17 06:52;2021-09-18 06:52;2021-09-19 06:53;2021-09-18;shuddha
Hṛṣīkeś;G;Chaturdaśī;2021-09-18 18:24;2021-09-19 17:41;2021-09-18 06:52;2021-09-19 06:53;2021-09-20 06:54;2021-09-19;shuddha
Hṛṣīkeś;G;Pūrṇimā;2021-09-19 17:41;2021-09-20 17:29;2021-09-19 06:53;2021-09-20 06:54;2021-09-21 06:55;2021-09-20;shuddha
Padmanābha;K;Pratipad;2021-09-20 17:29;2021-09-21 17:47;2021-09-20 06:54;2021-09-21 06:55;2021-09-22 06:56;2021-09-21;shuddha
Padmanābha;K;Dvitīya;2021-09-21 17:47;2021-09-22 18:36;2021-09-21 06:55;2021-09-22 06:56;2021-09-23 06:56;2021-09-22;shuddha
Padmanābha;K;Tṛtīya;2021-09-22 18:36;2021-09-23 19:58;2021-09-22 06:56;2021-09-23 06:56;2021-09-24 06:57;2021-09-23;shuddha
Padmanābha;K;Chaturthī;2021-09-23 19:58;2021-09-24 21:35;2021-09-23 06:56;2021-09-24 06:57;2021-09-25 06:58;2021-09-24;shuddha
Padmanābha;K;Pañchamī;2021-09-24 21:35;2021-09-25 23:33;2021-09-24 06:57;2021-09-25 06:58;2021-09-26 06:59;2021-09-25;shuddha
Padmanābha;K;Śaṣṭhī;2021-09-25 23:33;2021-09-27 01:38;2021-09-25 06:58;2021-09-26 06:59;2021-09-27 07:00;2021-09-27;shuddha
Padmanābha;K;Saptamī;2021-09-27 01:38;2021-09-28 03:40;2021-09-27 07:00;2021-09-28 07:01;2021-09-29 07:01;2021-09-27;shuddha
Padmanābha;K;Aṣṭamī;2021-09-28 03:40;2021-09-29 05:07;2021-09-28 07:01;2021-09-29 07:01;2021-09-30 07:02;2021-09-28;shuddha
Padmanābha;K;Navamī;2021-09-29 05:07;2021-09-30 06:56;2021-09-29 07:01;2021-09-30 07:02;2021-10-01 07:03;2021-09-29;shuddha
Padmanābha;K;Daśamī;2021-09-30 06:56;2021-10-01 07:58;2021-09-30 07:02;2021-10-01 07:03;2021-10-02 07:04;2021-09-30;sampurna
Padmanābha;K;Ekādaśī;2021-10-01 07:58;2021-10-02 08:31;2021-10-01 07:03;2021-10-02 07:04;2021-10-03 07:05;2021-10-02;shuddha
Padmanābha;K;Dvādaśī;2021-10-02 08:31;2021-10-03 08:31;2021-10-02 07:04;2021-10-03 07:05;2021-10-04 07:06;2021-10-03;shuddha
Padmanābha;K;Trayodaśī;2021-10-03 08:31;2021-10-04 08:02;2021-10-03 07:05;2021-10-04 07:06;2021-10-05 07:07;2021-10-04;shuddha
Padmanābha;K;Chaturdaśī;2021-10-04 08:02;2021-10-05 07:04;2021-10-04 07:06;2021-10-05 07:07;2021-10-06 07:07;2021-10-04;kshaya
Padmanābha;K;Amāvasyā;2021-10-05 07:04;2021-10-06 05:41;2021-10-05 07:07;2021-10-06 07:07;2021-10-07 07:08;2021-10-05;shuddha
Padmanābha;G;Pratipad;2021-10-06 05:41;2021-10-07 03:57;2021-10-06 07:07;2021-10-07 07:08;2021-10-08 07:09;2021-10-06;shuddha
Padmanābha;G;Dvitīya;2021-10-07 03:57;2021-10-08 01:56;2021-10-07 07:08;2021-10-08 07:09;2021-10-09 07:10;2021-10-07;shuddha
Padmanābha;G;Tṛtīya;2021-10-08 01:56;2021-10-08 23:43;2021-10-08 07:09;2021-10-09 07:10;2021-10-10 07:11;2021-10-08;shuddha
Padmanābha;G;Chaturthī;2021-10-08 23:43;2021-10-09 21:22;2021-10-08 07:09;2021-10-09 07:10;2021-10-10 07:11;2021-10-09;shuddha
Padmanābha;G;Pañchamī;2021-10-09 21:22;2021-10-10 18:54;2021-10-09 07:10;2021-10-10 07:11;2021-10-11 07:12;2021-10-10;shuddha
Padmanābha;G;Śaṣṭhī;2021-10-10 18:54;2021-10-11 16:34;2021-10-10 07:11;2021-10-11 07:12;2021-10-12 07:13;2021-10-11;shuddha
Padmanābha;G;Saptamī;2021-10-11 16:34;2021-10-12 14:18;2021-10-11 07:12;2021-10-12 07:13;2021-10-13 07:14;2021-10-12;shuddha
Padmanābha;G;Aṣṭamī;2021-10-12 14:18;2021-10-13 12:19;2021-10-12 07:13;2021-10-13 07:14;2021-10-14 07:15;2021-10-13;shuddha
Padmanābha;G;Navamī;2021-10-13 12:19;2021-10-14 10:22;2021-10-13 07:14;2021-10-14 07:15;2021-10-15 07:15;2021-10-14;shuddha
Padmanābha;G;Daśamī;2021-10-14 10:22;2021-10-15 08:51;2021-10-14 07:15;2021-10-15 07:15;2021-10-16 07:16;2021-10-15;shuddha
Padmanābha;G;Ekādaśī;2021-10-15 08:51;2021-10-16 07:45;2021-10-15 07:15;2021-10-16 07:16;2021-10-17 07:17;2021-10-16;shuddha
Padmanābha;G;Dvādaśī;2021-10-16 07:45;2021-10-17 07:05;2021-10-16 07:16;2021-10-17 07:17;2021-10-18 07:18;2021-10-16;kshaya
Padmanābha;G;Trayodaśī;2021-10-17 07:05;2021-10-18 06:55;2021-10-17 07:17;2021-10-18 07:18;2021-10-19 07:19;2021-10-17;shuddha
Padmanābha;G;Chaturdaśī;2021-10-18 06:55;2021-10-19 07:15;2021-10-18 07:18;2021-10-19 07:19;2021-10-20 07:20;2021-10-18;shuddha
Padmanābha;G;Pūrṇimā;2021-10-19 07:15;2021-10-20 08:08;2021-10-19 07:19;2021-10-20 07:20;2021-10-21 07:21;2021-10-19;sampurna
Dāmodar;K;Pratipad;2021-10-20 08:08;2021-10-21 09:27;2021-10-20 07:20;2021-10-21 07:21;2021-10-22 07:22;2021-10-21;shuddha
Dāmodar;K;Dvitīya;2021-10-21 09:27;2021-10-22 11:09;2021-10-21 07:21;2021-10-22 07:22;2021-10-23 07:23;2021-10-22;shuddha
Dāmodar;K;Tṛtīya;2021-10-22 11:09;2021-10-23 13:10;2021-10-22 07:22;2021-10-23 07:23;2021-10-24 07:24;2021-10-23;shuddha
Dāmodar;K;Chaturthī;2021-10-23 13:10;2021-10-24 15:18;2021-10-23 07:23;2021-10-24 07:24;2021-10-25 07:25;2021-10-24;shuddha
Dāmodar;K;Pañchamī;2021-10-24 15:18;2021-10-25 17:21;2021-10-24 07:24;2021-10-25 07:25;2021-10-26 07:26;2021-10-25;shuddha
Dāmodar;K;Śaṣṭhī;2021-10-25 17:21;2021-10-26 19:13;2021-10-25 07:25;2021-10-26 07:26;2021-10-27 07:27;2021-10-26;shuddha
Dāmodar;K;Saptamī;2021-10-26 19:13;2021-10-27 20:42;2021-10-26 07:26;2021-10-27 07:27;2021-10-28 07:28;2021-10-27;shuddha
Dāmodar;K;Aṣṭamī;2021-10-27 20:42;2021-10-28 21:46;2021-10-27 07:27;2021-10-28 07:28;2021-10-29 07:29;2021-10-28;shuddha
Dāmodar;K;Navamī;2021-10-28 21:46;2021-10-29 22:19;2021-10-28 07:28;2021-10-29 07:29;2021-10-30 07:30;2021-10-29;shuddha
Dāmodar;K;Daśamī;2021-10-29 22:19;2021-10-30 22:21;2021-10-29 07:29;2021-10-30 07:30;2021-10-31 07:31;2021-10-30;shuddha
Dāmodar;K;Ekādaśī;2021-10-30 22:21;2021-09-30 21:54;2021-10-30 07:30;2021-10-31 07:31;2021-11-01 07:32;2021-10-30;kshaya
Dāmodar;K;Dvādaśī;2021-09-30 21:54;2021-11-01 20:57;2021-09-30 07:02;2021-10-01 07:03;2021-10-02 07:04;2021-11-01;shuddha
Dāmodar;K;Trayodaśī;2021-11-01 20:57;2021-11-02 19:36;2021-11-01 07:32;2021-11-02 07:33;2021-11-03 07:34;2021-11-02;shuddha
Dāmodar;K;Chaturdaśī;2021-11-02 19:36;2021-11-03 17:52;2021-11-02 07:33;2021-11-03 07:34;2021-11-04 07:35;2021-11-03;shuddha
Dāmodar;K;Amāvasyā;2021-11-03 17:52;2021-11-04 15:53;2021-11-03 07:34;2021-11-04 07:35;2021-11-05 07:36;2021-11-04;shuddha
Dāmodar;G;Pratipad;2021-11-04 15:53;2021-11-05 13:41;2021-11-04 07:35;2021-11-05 07:36;2021-11-06 07:37;2021-11-05;shuddha
Dāmodar;G;Dvitīya;2021-11-05 13:41;2021-11-06 11:21;2021-11-05 07:36;2021-11-06 07:37;2021-11-07 06:38;2021-11-06;shuddha
Dāmodar;G;Tṛtīya;2021-11-06 11:21;2021-11-07 08:58;2021-11-06 07:37;2021-11-07 06:38;2021-11-08 06:39;2021-11-07;shuddha
Dāmodar;G;Chaturthī;2021-11-07 08:58;2021-11-08 05:38;2021-11-07 06:38;2021-11-08 06:39;2021-11-09 06:40;2021-11-07;kshaya
Dāmodar;G;Pañchamī;2021-11-08 05:38;2021-11-09 03:24;2021-11-08 06:39;2021-11-09 06:40;2021-11-10 06:41;2021-11-08;shuddha
Dāmodar;G;Śaṣṭhī;2021-11-09 03:24;2021-11-10 01:21;2021-11-09 06:40;2021-11-10 06:41;2021-11-11 06:42;2021-11-09;shuddha
Dāmodar;G;Saptamī;2021-11-10 01:21;2021-11-10 23:33;2021-11-10 06:41;2021-11-11 06:42;2021-11-12 06:43;2021-11-10;shuddha
Dāmodar;G;Aṣṭamī;2021-11-10 23:33;2021-11-11 22:06;2021-11-10 06:41;2021-11-11 06:42;2021-11-12 06:43;2021-11-11;shuddha
Dāmodar;G;Navamī;2021-11-11 22:06;2021-11-12 21:02;2021-11-11 06:42;2021-11-12 06:43;2021-11-13 06:44;2021-11-12;shuddha
Dāmodar;G;Daśamī;2021-11-12 21:02;2021-11-13 20:26;2021-11-12 06:43;2021-11-13 06:44;2021-11-14 06:45;2021-11-13;shuddha
Dāmodar;G;Ekādaśī;2021-11-13 20:26;2021-11-14 20:20;2021-11-13 06:44;2021-11-14 06:45;2021-11-15 06:46;2021-11-14;shuddha
Dāmodar;G;Dvādaśī;2021-11-14 20:20;2021-11-15 20:44;2021-11-14 06:45;2021-11-15 06:46;2021-11-16 06:47;2021-11-15;shuddha
Dāmodar;G;Trayodaśī;2021-11-15 20:44;2021-11-16 21:40;2021-11-15 06:46;2021-11-16 06:47;2021-11-17 06:48;2021-11-16;shuddha
Dāmodar;G;Chaturdaśī;2021-11-16 21:40;2021-11-17 23:03;2021-11-16 06:47;2021-11-17 06:48;2021-11-18 06:49;2021-11-17;shuddha
Dāmodar;G;Pūrṇimā;2021-11-17 23:03;2021-11-19 00:49;2021-11-17 06:48;2021-11-18 06:49;2021-11-19 06:50;2021-11-19;shuddha
Keśava;K;Pratipad;2021-11-19 00:49;2021-11-20 02:51;2021-11-19 06:50;2021-11-20 06:51;2021-11-21 06:52;2021-11-19;shuddha
Keśava;K;Dvitīya;2021-11-20 02:51;2021-11-21 05:00;2021-11-20 06:51;2021-11-21 06:52;2021-11-22 06:53;2021-11-20;shuddha
Keśava;K;Tṛtīya;2021-11-21 05:00;2021-11-22 07:05;2021-11-21 06:52;2021-11-22 06:53;2021-11-23 06:54;2021-11-21;sampurna
Keśava;K;Chaturthī;2021-11-22 07:05;2021-11-23 08:58;2021-11-22 06:53;2021-11-23 06:54;2021-11-24 06:55;2021-11-23;shuddha
Keśava;K;Pañchamī;2021-11-23 08:58;2021-11-24 10:28;2021-11-23 06:54;2021-11-24 06:55;2021-11-25 06:56;2021-11-24;shuddha
Keśava;K;Śaṣṭhī;2021-11-24 10:28;2021-11-25 11:32;2021-11-24 06:55;2021-11-25 06:56;2021-11-26 06:57;2021-11-25;shuddha
Keśava;K;Saptamī;2021-11-25 11:32;2021-11-26 12:06;2021-11-25 06:56;2021-11-26 06:57;2021-11-27 06:58;2021-11-26;shuddha
Keśava;K;Aṣṭamī;2021-11-26 12:06;2021-11-27 12:08;2021-11-26 06:57;2021-11-27 06:58;2021-11-28 06:59;2021-11-27;shuddha
Keśava;K;Navamī;2021-11-27 12:08;2021-11-28 11:40;2021-11-27 06:58;2021-11-28 06:59;2021-11-29 07:00;2021-11-28;shuddha
Keśava;K;Daśamī;2021-11-28 11:40;2021-11-29 10:44;2021-11-28 06:59;2021-11-29 07:00;2021-11-30 07:01;2021-11-29;shuddha
Keśava;K;Ekādaśī;2021-11-29 10:44;2021-11-30 09:23;2021-11-29 07:00;2021-11-30 07:01;2021-12-01 07:02;2021-11-30;shuddha
Keśava;K;Dvādaśī;2021-11-30 09:23;2021-12-01 07:41;2021-11-30 07:01;2021-12-01 07:02;2021-12-02 07:03;2021-12-01;shuddha
Keśava;K;Trayodaśī;2021-12-01 07:41;2021-12-02 05:42;2021-12-01 07:02;2021-12-02 07:03;2021-12-03 07:04;2021-12-01;kshaya
Keśava;K;Chaturdaśī;2021-12-02 05:42;2021-12-03 03:32;2021-12-02 07:03;2021-12-03 07:04;2021-12-04 07:05;2021-12-02;shuddha
Keśava;K;Amāvasyā;2021-12-03 03:32;2021-12-04 01:13;2021-12-03 07:04;2021-12-04 07:05;2021-12-05 07:06;2021-12-03;shuddha
Keśava;G;Pratipad;2021-12-04 01:13;2021-12-04 22:51;2021-12-04 07:05;2021-12-05 07:06;2021-12-06 07:07;2021-12-04;shuddha
Keśava;G;Dvitīya;2021-12-04 22:51;2021-12-05 20:32;2021-12-04 07:05;2021-12-05 07:06;2021-12-06 07:07;2021-12-05;shuddha
Keśava;G;Tṛtīya;2021-12-05 20:32;2021-12-06 18:20;2021-12-05 07:06;2021-12-06 07:07;2021-12-07 07:07;2021-12-06;shuddha
Keśava;G;Chaturthī;2021-12-06 18:20;2021-12-07 16:19;2021-12-06 07:07;2021-12-07 07:07;2021-12-08 07:08;2021-12-07;shuddha
Keśava;G;Pañchamī;2021-12-07 16:19;2021-12-08 14:34;2021-12-07 07:07;2021-12-08 07:08;2021-12-09 07:09;2021-12-08;shuddha
Keśava;G;Śaṣṭhī;2021-12-08 14:34;2021-12-09 13:10;2021-12-08 07:08;2021-12-09 07:09;2021-12-10 07:10;2021-12-09;shuddha
Keśava;G;Saptamī;2021-12-09 13:10;2021-12-10 12:10;2021-12-09 07:09;2021-12-10 07:10;2021-12-11 07:11;2021-12-10;shuddha
Keśava;G;Aṣṭamī;2021-12-10 12:10;2021-12-11 11:37;2021-12-10 07:10;2021-12-11 07:11;2021-12-12 07:11;2021-12-11;shuddha
Keśava;G;Navamī;2021-12-11 11:37;2021-12-12 11:34;2021-12-11 07:11;2021-12-12 07:11;2021-12-13 07:12;2021-12-12;shuddha
Keśava;G;Daśamī;2021-12-12 11:34;2021-12-13 12:03;2021-12-12 07:11;2021-12-13 07:12;2021-12-14 07:13;2021-12-13;shuddha
Keśava;G;Ekādaśī;2021-12-13 12:03;2021-12-14 13:02;2021-12-13 07:12;2021-12-14 07:13;2021-12-15 07:13;2021-12-14;shuddha
Keśava;G;Dvādaśī;2021-12-14 13:02;2021-12-15 14:29;2021-12-14 07:13;2021-12-15 07:13;2021-12-16 07:14;2021-12-15;shuddha
Keśava;G;Trayodaśī;2021-12-15 14:29;2021-12-16 16:18;2021-12-15 07:13;2021-12-16 07:14;2021-12-17 07:15;2021-12-16;shuddha
Keśava;G;Chaturdaśī;2021-12-16 16:18;2021-12-17 18:23;2021-12-16 07:14;2021-12-17 07:15;2021-12-18 07:15;2021-12-17;shuddha
Keśava;G;Pūrṇimā;2021-12-17 18:23;2021-12-18 20:34;2021-12-17 07:15;2021-12-18 07:15;2021-12-19 07:16;2021-12-18;shuddha
Nārāyaṇ;K;Pratipad;2021-12-18 20:34;2021-12-19 22:39;2021-12-18 07:15;2021-12-19 07:16;2021-12-20 07:16;2021-12-19;shuddha
Nārāyaṇ;K;Dvitīya;2021-12-19 22:39;2021-12-21 00:31;2021-12-19 07:16;2021-12-20 07:16;2021-12-21 07:17;2021-12-21;shuddha
Nārāyaṇ;K;Tṛtīya;2021-12-21 00:31;2021-12-22 02:00;2021-12-21 07:17;2021-12-22 07:17;2021-12-23 07:18;2021-12-21;shuddha
Nārāyaṇ;K;Chaturthī;2021-12-22 02:00;2021-12-23 03:03;2021-12-22 07:17;2021-12-23 07:18;2021-12-24 07:18;2021-12-22;shuddha
Nārāyaṇ;K;Pañchamī;2021-12-23 03:03;2021-12-24 03:35;2021-12-23 07:18;2021-12-24 07:18;2021-12-25 07:19;2021-12-23;shuddha
Nārāyaṇ;K;Śaṣṭhī;2021-12-24 03:35;2021-12-25 03:36;2021-12-24 07:18;2021-12-25 07:19;2021-12-26 07:19;2021-12-24;shuddha
Nārāyaṇ;K;Saptamī;2021-12-25 03:36;2021-12-26 03:06;2021-12-25 07:19;2021-12-26 07:19;2021-12-27 07:19;2021-12-25;shuddha
Nārāyaṇ;K;Aṣṭamī;2021-12-26 03:06;2021-12-27 02:09;2021-12-26 07:19;2021-12-27 07:19;2021-12-28 07:20;2021-12-26;shuddha
Nārāyaṇ;K;Navamī;2021-12-27 02:09;2021-12-28 00:47;2021-12-27 07:19;2021-12-28 07:20;2021-12-29 07:20;2021-12-27;shuddha
Nārāyaṇ;K;Daśamī;2021-12-28 00:47;2021-12-28 23:04;2021-12-28 07:20;2021-12-29 07:20;2021-12-30 07:20;2021-12-28;shuddha
Nārāyaṇ;K;Ekādaśī;2021-12-28 23:04;2021-12-29 21:05;2021-12-28 07:20;2021-12-29 07:20;2021-12-30 07:20;2021-12-29;shuddha
Nārāyaṇ;K;Dvādaśī;2021-12-29 21:05;2021-12-30 18:54;2021-12-29 07:20;2021-12-30 07:20;2021-12-31 07:20;2021-12-30;shuddha
Nārāyaṇ;K;Trayodaśī;2021-12-30 18:54;2021-12-31 16:36;2021-12-30 07:20;2021-12-31 07:20;2022-01-01 07:20;2021-12-31;shuddha
Nārāyaṇ;K;Chaturdaśī;2021-12-31 16:36;2022-01-01 14:14;2021-12-31 07:20;2022-01-01 07:20;2022-01-02 07:21;2022-01-01;shuddha
Nārāyaṇ;K;Amāvasyā;2022-01-01 14:14;2022-01-02 11:56;2022-01-01 07:20;2022-01-02 07:21;2022-01-03 07:21;2022-01-02;shuddha
Nārāyaṇ;G;Pratipad;2022-01-02 11:56;2022-01-03 09:45;2022-01-02 07:21;2022-01-03 07:21;2022-01-04 07:21;2022-01-03;shuddha
Nārāyaṇ;G;Dvitīya;2022-01-03 09:45;2022-01-04 07:45;2022-01-03 07:21;2022-01-04 07:21;2022-01-05 07:21;2022-01-04;shuddha
Nārāyaṇ;G;Tṛtīya;2022-01-04 07:45;2022-01-05 06:02;2022-01-04 07:21;2022-01-05 07:21;2022-01-06 07:21;2022-01-04;kshaya
Nārāyaṇ;G;Chaturthī;2022-01-05 06:02;2022-01-06 04:41;2022-01-05 07:21;2022-01-06 07:21;2022-01-07 07:21;2022-01-05;shuddha
Nārāyaṇ;G;Pañchamī;2022-01-06 04:41;2022-01-07 03:43;2022-01-06 07:21;2022-01-07 07:21;2022-01-08 07:21;2022-01-06;shuddha
Nārāyaṇ;G;Śaṣṭhī;2022-01-07 03:43;2022-01-08 03:13;2022-01-07 07:21;2022-01-08 07:21;2022-01-09 07:21;2022-01-07;shuddha
Nārāyaṇ;G;Saptamī;2022-01-08 03:13;2022-01-09 03:13;2022-01-08 07:21;2022-01-09 07:21;2022-01-10 07:21;2022-01-08;shuddha
Nārāyaṇ;G;Aṣṭamī;2022-01-09 03:13;2022-01-10 03:45;2022-01-09 07:21;2022-01-10 07:21;2022-01-11 07:20;2022-01-09;shuddha
Nārāyaṇ;G;Navamī;2022-01-10 03:45;2022-01-11 04:47;2022-01-10 07:21;2022-01-11 07:20;2022-01-12 07:20;2022-01-10;shuddha
Nārāyaṇ;G;Daśamī;2022-01-11 04:47;2022-01-12 06:16;2022-01-11 07:20;2022-01-12 07:20;2022-01-13 07:20;2022-01-11;shuddha
Nārāyaṇ;G;Ekādaśī;2022-01-12 06:16;2022-01-13 08:07;2022-01-12 07:20;2022-01-13 07:20;2022-01-14 07:20;2022-01-13;sampurna
Nārāyaṇ;G;Dvādaśī;2022-01-13 08:07;2022-01-14 10:13;2022-01-13 07:20;2022-01-14 07:20;2022-01-15 07:19;2022-01-14;shuddha
Nārāyaṇ;G;Trayodaśī;2022-01-14 10:13;2022-01-15 12:24;2022-01-14 07:20;2022-01-15 07:19;2022-01-16 07:19;2022-01-15;shuddha
Nārāyaṇ;G;Chaturdaśī;2022-01-15 12:24;2022-01-16 14:28;2022-01-15 07:19;2022-01-16 07:19;2022-01-17 07:19;2022-01-16;shuddha
Nārāyaṇ;G;Pūrṇimā;2022-01-16 14:28;2022-01-17 16:18;2022-01-16 07:19;2022-01-17 07:19;2022-01-18 07:18;2022-01-17;shuddha
Mādhava;K;Pratipad;2022-01-17 16:18;2022-01-18 17:45;2022-01-17 07:19;2022-01-18 07:18;2022-01-19 07:18;2022-01-18;shuddha
Mādhava;K;Dvitīya;2022-01-18 17:45;2022-01-19 18:45;2022-01-18 07:18;2022-01-19 07:18;2022-01-20 07:17;2022-01-19;shuddha
Mādhava;K;Tṛtīya;2022-01-19 18:45;2022-01-20 19:14;2022-01-19 07:18;2022-01-20 07:17;2022-01-21 07:17;2022-01-20;shuddha
Mādhava;K;Chaturthī;2022-01-20 19:14;2022-01-21 19:11;2022-01-20 07:17;2022-01-21 07:17;2022-01-22 07:16;2022-01-21;shuddha
Mādhava;K;Pañchamī;2022-01-21 19:11;2022-01-22 18:39;2022-01-21 07:17;2022-01-22 07:16;2022-01-23 07:16;2022-01-22;shuddha
Mādhava;K;Śaṣṭhī;2022-01-22 18:39;2022-01-23 17:39;2022-01-22 07:16;2022-01-23 07:16;2022-01-24 07:15;2022-01-23;shuddha
Mādhava;K;Saptamī;2022-01-23 17:39;2022-01-24 16:14;2022-01-23 07:16;2022-01-24 07:15;2022-01-25 07:15;2022-01-24;shuddha
Mādhava;K;Aṣṭamī;2022-01-24 16:14;2022-01-25 14:29;2022-01-24 07:15;2022-01-25 07:15;2022-01-26 07:14;2022-01-25;shuddha
Mādhava;K;Navamī;2022-01-25 14:29;2022-01-26 12:28;2022-01-25 07:15;2022-01-26 07:14;2022-01-27 07:13;2022-01-26;shuddha
Mādhava;K;Daśamī;2022-01-26 12:28;2022-01-27 10:16;2022-01-26 07:14;2022-01-27 07:13;2022-01-28 07:13;2022-01-27;shuddha
Mādhava;K;Ekādaśī;2022-01-27 10:16;2022-01-28 07:57;2022-01-27 07:13;2022-01-28 07:13;2022-01-29 07:12;2022-01-28;shuddha
Mādhava;K;Dvādaśī;2022-01-28 07:57;2022-01-29 05:35;2022-01-28 07:13;2022-01-29 07:12;2022-01-30 07:11;2022-01-28;kshaya
Mādhava;K;Trayodaśī;2022-01-29 05:35;2022-01-30 03:16;2022-01-29 07:12;2022-01-30 07:11;2022-01-31 07:10;2022-01-29;shuddha
Mādhava;K;Chaturdaśī;2022-01-30 03:16;2022-01-31 01:05;2022-01-30 07:11;2022-01-31 07:10;2022-02-01 07:10;2022-01-30;shuddha
Mādhava;K;Amāvasyā;2022-01-31 01:05;2022-01-31 23:06;2022-01-31 07:10;2022-02-01 07:10;2022-02-02 07:09;2022-01-31;shuddha
Mādhava;G;Pratipad;2022-01-31 23:06;2022-02-01 21:23;2022-01-31 07:10;2022-02-01 07:10;2022-02-02 07:09;2022-02-01;shuddha
Mādhava;G;Dvitīya;2022-02-01 21:23;2022-02-02 20:03;2022-02-01 07:10;2022-02-02 07:09;2022-02-03 07:08;2022-02-02;shuddha
Mādhava;G;Tṛtīya;2022-02-02 20:03;2022-02-03 19:06;2022-02-02 07:09;2022-02-03 07:08;2022-02-04 07:07;2022-02-03;shuddha
Mādhava;G;Chaturthī;2022-02-03 19:06;2022-02-04 18:37;2022-02-03 07:08;2022-02-04 07:07;2022-02-05 07:06;2022-02-04;shuddha
Mādhava;G;Pañchamī;2022-02-04 18:37;2022-02-05 18:39;2022-02-04 07:07;2022-02-05 07:06;2022-02-06 07:05;2022-02-05;shuddha
Mādhava;G;Śaṣṭhī;2022-02-05 18:39;2022-02-06 19:12;2022-02-05 07:06;2022-02-06 07:05;2022-02-07 07:04;2022-02-06;shuddha
Mādhava;G;Saptamī;2022-02-06 19:12;2022-02-07 20:15;2022-02-06 07:05;2022-02-07 07:04;2022-02-08 07:03;2022-02-07;shuddha
Mādhava;G;Aṣṭamī;2022-02-07 20:15;2022-02-08 21:45;2022-02-07 07:04;2022-02-08 07:03;2022-02-09 07:02;2022-02-08;shuddha
Mādhava;G;Navamī;2022-02-08 21:45;2022-02-09 23:36;2022-02-08 07:03;2022-02-09 07:02;2022-02-10 07:01;2022-02-09;shuddha
Mādhava;G;Daśamī;2022-02-09 23:36;2022-02-11 01:41;2022-02-09 07:02;2022-02-10 07:01;2022-02-11 07:00;2022-02-11;shuddha
Mādhava;G;Ekādaśī;2022-02-11 01:41;2022-02-12 03:50;2022-02-11 07:00;2022-02-12 06:59;2022-02-13 06:58;2022-02-11;shuddha
Mādhava;G;Dvādaśī;2022-02-12 03:50;2022-02-13 05:53;2022-02-12 06:59;2022-02-13 06:58;2022-02-14 06:57;2022-02-12;shuddha
Mādhava;G;Trayodaśī;2022-02-13 05:53;2022-02-14 07:39;2022-02-13 06:58;2022-02-14 06:57;2022-02-15 06:56;2022-02-13;sampurna
Mādhava;G;Chaturdaśī;2022-02-14 07:39;2022-02-15 09:02;2022-02-14 06:57;2022-02-15 06:56;2022-02-16 06:55;2022-02-15;shuddha
Mādhava;G;Pūrṇimā;2022-02-15 09:02;2022-02-16 10:00;2022-02-15 06:56;2022-02-16 06:55;2022-02-17 06:53;2022-02-16;shuddha
Govinda;K;Pratipad;2022-02-16 10:00;2022-02-17 10:25;2022-02-16 06:55;2022-02-17 06:53;2022-02-18 06:52;2022-02-17;shuddha
