masa;paksha;tithi;start;end;start_sunrise;next_day_sunrise;sunset;date;arunoday;type;nakshatra_name;nakshatra_start;nakshatra_end
Vāman;G;Pratipad;2021-07-09 18:33;2021-07-10 19:28;2021-07-09 05:56;2021-07-10 05:57;2021-07-09 20:29;2021-07-10;2021-07-10 04:21;shuddha;;;
Vāman;G;Dvitīya;2021-07-10 19:28;2021-07-11 19:52;2021-07-10 05:57;2021-07-11 05:57;2021-07-10 20:29;2021-07-11;2021-07-11 04:21;shuddha;;;
Vāman;G;Tṛtīya;2021-07-11 19:52;2021-07-12 19:46;2021-07-11 05:57;2021-07-12 05:58;2021-07-11 20:28;2021-07-12;2021-07-12 04:22;shuddha;;;
Vāman;G;Chaturthī;2021-07-12 19:46;2021-07-13 19:09;2021-07-12 05:58;2021-07-13 05:58;2021-07-12 20:28;2021-07-13;2021-07-13 04:22;shuddha;;;
Vāman;G;Pañchamī;2021-07-13 19:09;2021-07-14 18:05;2021-07-13 05:58;2021-07-14 05:59;2021-07-13 20:27;2021-07-14;2021-07-14 04:23;shuddha;;;
Vāman;G;Śaṣṭhī;2021-07-14 18:05;2021-07-15 16:36;2021-07-14 05:59;2021-07-15 06:00;2021-07-14 20:27;2021-07-15;2021-07-15 04:24;shuddha;;;
Vāman;G;Saptamī;2021-07-15 16:36;2021-07-16 14:46;2021-07-15 06:00;2021-07-16 06:01;2021-07-15 20:27;2021-07-16;2021-07-16 04:25;shuddha;;;
Vāman;G;Aṣṭamī;2021-07-16 14:46;2021-07-17 12:40;2021-07-16 06:01;2021-07-17 06:01;2021-07-16 20:26;2021-07-17;2021-07-17 04:25;shuddha;;;
Vāman;G;Navamī;2021-07-17 12:40;2021-07-18 10:23;2021-07-17 06:01;2021-07-18 06:02;2021-07-17 20:25;2021-07-18;2021-07-18 04:26;shuddha;;;
Vāman;G;Daśamī;2021-07-18 10:23;2021-07-19 07:57;2021-07-18 06:02;2021-07-19 06:03;2021-07-18 20:25;2021-07-19;2021-07-19 04:27;shuddha;;;
Vāman;G;Ekādaśī;2021-07-19 07:57;2021-07-20 05:28;2021-07-19 06:03;2021-07-20 06:03;2021-07-19 20:24;2021-07-20;2021-07-20 04:27;kshaya;;;
