masa;paksha;tithi;start;end;start_sunrise;next_day_sunrise;sunset;date;arunoday;type;nakshatra_name;nakshatra_start;nakshatra_end
Vāman;K;Śaṣṭhī;2021-06-29 14:38;2021-06-30 14:28;2021-06-29 04:42;2021-06-30 04:43;2021-06-29 20:06;2021-06-30;2021-06-30 03:07;shuddha;;;
Vāman;K;Saptamī;2021-06-30 14:28;2021-07-01 14:49;2021-06-30 04:43;2021-07-01 04:43;2021-06-30 20:06;2021-07-01;2021-07-01 03:07;shuddha;;;
Vāman;K;Aṣṭamī;2021-07-01 14:49;2021-07-02 15:40;2021-07-01 04:43;2021-07-02 04:44;2021-07-01 20:06;2021-07-02;2021-07-02 03:08;shuddha;;;
Vāman;K;Navamī;2021-07-02 15:40;2021-07-03 16:58;2021-07-02 04:44;2021-07-03 04:44;2021-07-02 20:06;2021-07-03;2021-07-03 03:08;shuddha;;;
Vāman;K;Daśamī;2021-07-03 16:58;2021-07-04 18:37;2021-07-03 04:44;2021-07-04 04:45;2021-07-03 20:05;2021-07-04;2021-07-04 03:09;shuddha;;;
Vāman;K;Ekādaśī;2021-07-04 18:37;2021-07-05 20:33;2021-07-04 04:45;2021-07-05 04:45;2021-07-04 20:05;2021-07-05;2021-07-05 03:09;shuddha;;;
Vāman;K;Dvādaśī;2021-07-05 20:33;2021-07-06 22:34;2021-07-05 04:45;2021-07-06 04:46;2021-07-05 20:05;2021-07-06;2021-07-06 03:10;shuddha;;;
Vāman;K;Trayodaśī;2021-07-06 22:34;2021-07-08 00:30;2021-07-06 04:46;2021-07-07 04:47;2021-07-06 20:04;2021-07-07;2021-07-07 03:11;shuddha;;;
Vāman;K;Chaturdaśī;2021-07-08 00:30;2021-07-09 02:13;2021-07-08 04:48;2021-07-09 04:48;2021-07-08 20:04;2021-07-08;2021-07-08 03:12;shuddha;;;
Vāman;K;Amāvasyā;2021-07-09 02:13;2021-07-10 03:33;2021-07-09 04:48;2021-07-10 04:49;2021-07-09 20:03;2021-07-09;2021-07-09 03:12;shuddha;;;
Vāman;G;Pratipad;2021-07-10 03:33;2021-07-11 04:28;2021-07-10 04:49;2021-07-11 04:50;2021-07-10 20:03;2021-07-10;2021-07-10 03:13;viddha;;;
Vāman;G;Dvitīya;2021-07-11 04:28;2021-07-12 04:52;2021-07-11 04:50;2021-07-12 04:51;2021-07-11 20:02;2021-07-11;2021-07-11 03:14;sampurna;;;
Vāman;G;Tṛtīya;2021-07-12 04:52;2021-07-13 04:46;2021-07-12 04:51;2021-07-13 04:51;2021-07-12 20:02;2021-07-13;2021-07-13 03:15;kshaya;;;
Vāman;G;Chaturthī;2021-07-13 04:46;2021-07-14 04:09;2021-07-13 04:51;2021-07-14 04:52;2021-07-13 20:01;2021-07-13;2021-07-13 03:15;viddha;;;
Vāman;G;Pañchamī;2021-07-14 04:09;2021-07-15 03:05;2021-07-14 04:52;2021-07-15 04:53;2021-07-14 20:00;2021-07-14;2021-07-14 03:16;viddha;;;
